Label	Type	Band	Chr	Arm	Index
Gain_8q2423	Gain	8q2423	8	8q	1160
Fusion_8q2423	Fusion	8q2423	8	8q	1161
Loss_8q2422	Loss	8q2422	8	8q	1162
Gain_8q2422	Gain	8q2422	8	8q	1163
Fusion_8q2422	Fusion	8q2422	8	8q	1164
Loss_8q2421	Loss	8q2421	8	8q	1165
Gain_8q2421	Gain	8q2421	8	8q	1166
Fusion_8q2421	Fusion	8q2421	8	8q	1167
Loss_8q2413	Loss	8q2413	8	8q	1168
Gain_8q2413	Gain	8q2413	8	8q	1169
Fusion_8q2413	Fusion	8q2413	8	8q	1170
Loss_8q2412	Loss	8q2412	8	8q	1171
Gain_8q2412	Gain	8q2412	8	8q	1172
Fusion_8q2412	Fusion	8q2412	8	8q	1173
Loss_8q2411	Loss	8q2411	8	8q	1174
Gain_8q2411	Gain	8q2411	8	8q	1175
Fusion_8q2411	Fusion	8q2411	8	8q	1176
Loss_8q233	Loss	8q233	8	8q	1177
Gain_8q233	Gain	8q233	8	8q	1178
Fusion_8q233	Fusion	8q233	8	8q	1179
Loss_8q232	Loss	8q232	8	8q	1180
Gain_8q232	Gain	8q232	8	8q	1181
Fusion_8q232	Fusion	8q232	8	8q	1182
Loss_8q231	Loss	8q231	8	8q	1183
Gain_8q231	Gain	8q231	8	8q	1184
Fusion_8q231	Fusion	8q231	8	8q	1185
Loss_8q223	Loss	8q223	8	8q	1186
Gain_8q223	Gain	8q223	8	8q	1187
Fusion_8q223	Fusion	8q223	8	8q	1188
Loss_8q222	Loss	8q222	8	8q	1189
Gain_8q222	Gain	8q222	8	8q	1190
Fusion_8q222	Fusion	8q222	8	8q	1191
Loss_8q221	Loss	8q221	8	8q	1192
Gain_8q221	Gain	8q221	8	8q	1193
Fusion_8q221	Fusion	8q221	8	8q	1194
Loss_8q213	Loss	8q213	8	8q	1195
Gain_8q213	Gain	8q213	8	8q	1196
Fusion_8q213	Fusion	8q213	8	8q	1197
Loss_8q212	Loss	8q212	8	8q	1198
Gain_8q212	Gain	8q212	8	8q	1199
Fusion_8q212	Fusion	8q212	8	8q	1200
Loss_8q2113	Loss	8q2113	8	8q	1201
Gain_8q2113	Gain	8q2113	8	8q	1202
Fusion_8q2113	Fusion	8q2113	8	8q	1203
Loss_8q2112	Loss	8q2112	8	8q	1204
Gain_8q2112	Gain	8q2112	8	8q	1205
Fusion_8q2112	Fusion	8q2112	8	8q	1206
Loss_8q2111	Loss	8q2111	8	8q	1207
Gain_8q2111	Gain	8q2111	8	8q	1208
Fusion_8q2111	Fusion	8q2111	8	8q	1209
Loss_8q133	Loss	8q133	8	8q	1210
Gain_8q133	Gain	8q133	8	8q	1211
Fusion_8q133	Fusion	8q133	8	8q	1212
Loss_8q132	Loss	8q132	8	8q	1213
Gain_8q132	Gain	8q132	8	8q	1214
Fusion_8q132	Fusion	8q132	8	8q	1215
Loss_8q131	Loss	8q131	8	8q	1216
Gain_8q131	Gain	8q131	8	8q	1217
Fusion_8q131	Fusion	8q131	8	8q	1218
Loss_8q123	Loss	8q123	8	8q	1219
Gain_8q123	Gain	8q123	8	8q	1220
Fusion_8q123	Fusion	8q123	8	8q	1221
Loss_8q122	Loss	8q122	8	8q	1222
Gain_8q122	Gain	8q122	8	8q	1223
Fusion_8q122	Fusion	8q122	8	8q	1224
Loss_8q121	Loss	8q121	8	8q	1225
Gain_8q121	Gain	8q121	8	8q	1226
Fusion_8q121	Fusion	8q121	8	8q	1227
Loss_8q1123	Loss	8q1123	8	8q	1228
Gain_8q1123	Gain	8q1123	8	8q	1229
Fusion_8q1123	Fusion	8q1123	8	8q	1230
Loss_8q1122	Loss	8q1122	8	8q	1231
Gain_8q1122	Gain	8q1122	8	8q	1232
Fusion_8q1122	Fusion	8q1122	8	8q	1233
Loss_8q1121	Loss	8q1121	8	8q	1234
Gain_8q1121	Gain	8q1121	8	8q	1235
Fusion_8q1121	Fusion	8q1121	8	8q	1236
Loss_8q111	Loss	8q111	8	8q	1237
Gain_8q111	Gain	8q111	8	8q	1238
Fusion_8q111	Fusion	8q111	8	8q	1239
Loss_8q10	Loss	8q10	8	8q	1240
Gain_8q10	Gain	8q10	8	8q	1241
Fusion_8q10	Fusion	8q10	8	8q	1242
Loss_8p10	Loss	8p10	8	8p	1243
Gain_8p10	Gain	8p10	8	8p	1244
Fusion_8p10	Fusion	8p10	8	8p	1245
Loss_8p111	Loss	8p111	8	8p	1246
Gain_8p111	Gain	8p111	8	8p	1247
Fusion_8p111	Fusion	8p111	8	8p	1248
Loss_8p1121	Loss	8p1121	8	8p	1249
Gain_8p1121	Gain	8p1121	8	8p	1250
Fusion_8p1121	Fusion	8p1121	8	8p	1251
Loss_8p1122	Loss	8p1122	8	8p	1252
Gain_8p1122	Gain	8p1122	8	8p	1253
Fusion_8p1122	Fusion	8p1122	8	8p	1254
Loss_8p1123	Loss	8p1123	8	8p	1255
Gain_8p1123	Gain	8p1123	8	8p	1256
Fusion_8p1123	Fusion	8p1123	8	8p	1257
Loss_8p12	Loss	8p12	8	8p	1258
Gain_8p12	Gain	8p12	8	8p	1259
Fusion_8p12	Fusion	8p12	8	8p	1260
Loss_8p211	Loss	8p211	8	8p	1261
Gain_8p211	Gain	8p211	8	8p	1262
Fusion_8p211	Fusion	8p211	8	8p	1263
Loss_8p212	Loss	8p212	8	8p	1264
Gain_8p212	Gain	8p212	8	8p	1265
Fusion_8p212	Fusion	8p212	8	8p	1266
Loss_8p213	Loss	8p213	8	8p	1267
Gain_8p213	Gain	8p213	8	8p	1268
Fusion_8p213	Fusion	8p213	8	8p	1269
Loss_8p22	Loss	8p22	8	8p	1270
Gain_8p22	Gain	8p22	8	8p	1271
Fusion_8p22	Fusion	8p22	8	8p	1272
Loss_8p231	Loss	8p231	8	8p	1273
Gain_8p231	Gain	8p231	8	8p	1274
Fusion_8p231	Fusion	8p231	8	8p	1275
Loss_8p232	Loss	8p232	8	8p	1276
Gain_8p232	Gain	8p232	8	8p	1277
Fusion_8p232	Fusion	8p232	8	8p	1278
Loss_8p233	Loss	8p233	8	8p	1279
Gain_8p233	Gain	8p233	8	8p	1280
Fusion_8p233	Fusion	8p233	8	8p	1281
Loss_9q343	Loss	9q343	9	9q	1282
Gain_9q343	Gain	9q343	9	9q	1283
Fusion_9q343	Fusion	9q343	9	9q	1284
Loss_9q342	Loss	9q342	9	9q	1285
Gain_9q342	Gain	9q342	9	9q	1286
Fusion_9q342	Fusion	9q342	9	9q	1287
Loss_9q3413	Loss	9q3413	9	9q	1288
Gain_9q3413	Gain	9q3413	9	9q	1289
Fusion_9q3413	Fusion	9q3413	9	9q	1290
Loss_9q3412	Loss	9q3412	9	9q	1291
Gain_9q3412	Gain	9q3412	9	9q	1292
Fusion_9q3412	Fusion	9q3412	9	9q	1293
Loss_9q3411	Loss	9q3411	9	9q	1294
Gain_9q3411	Gain	9q3411	9	9q	1295
Fusion_9q3411	Fusion	9q3411	9	9q	1296
Loss_9q333	Loss	9q333	9	9q	1297
Gain_9q333	Gain	9q333	9	9q	1298
Fusion_9q333	Fusion	9q333	9	9q	1299
Loss_9q332	Loss	9q332	9	9q	1300
Gain_9q332	Gain	9q332	9	9q	1301
Fusion_9q332	Fusion	9q332	9	9q	1302
Loss_9q331	Loss	9q331	9	9q	1303
Gain_9q331	Gain	9q331	9	9q	1304
Fusion_9q331	Fusion	9q331	9	9q	1305
Loss_9q32	Loss	9q32	9	9q	1306
Gain_9q32	Gain	9q32	9	9q	1307
Fusion_9q32	Fusion	9q32	9	9q	1308
Loss_9q313	Loss	9q313	9	9q	1309
Gain_9q313	Gain	9q313	9	9q	1310
Fusion_9q313	Fusion	9q313	9	9q	1311
Loss_9q312	Loss	9q312	9	9q	1312
Gain_9q312	Gain	9q312	9	9q	1313
Fusion_9q312	Fusion	9q312	9	9q	1314
Loss_9q311	Loss	9q311	9	9q	1315
Gain_9q311	Gain	9q311	9	9q	1316
Fusion_9q311	Fusion	9q311	9	9q	1317
Loss_9q2233	Loss	9q2233	9	9q	1318
Gain_9q2233	Gain	9q2233	9	9q	1319
Fusion_9q2233	Fusion	9q2233	9	9q	1320
Loss_9q2232	Loss	9q2232	9	9q	1321
Gain_9q2232	Gain	9q2232	9	9q	1322
Fusion_9q2232	Fusion	9q2232	9	9q	1323
Loss_9q2231	Loss	9q2231	9	9q	1324
Gain_9q2231	Gain	9q2231	9	9q	1325
Fusion_9q2231	Fusion	9q2231	9	9q	1326
Loss_9q222	Loss	9q222	9	9q	1327
Gain_9q222	Gain	9q222	9	9q	1328
Fusion_9q222	Fusion	9q222	9	9q	1329
Loss_9q221	Loss	9q221	9	9q	1330
Gain_9q221	Gain	9q221	9	9q	1331
Fusion_9q221	Fusion	9q221	9	9q	1332
Loss_9q2133	Loss	9q2133	9	9q	1333
Gain_9q2133	Gain	9q2133	9	9q	1334
Fusion_9q2133	Fusion	9q2133	9	9q	1335
Loss_9q2132	Loss	9q2132	9	9q	1336
Gain_9q2132	Gain	9q2132	9	9q	1337
Fusion_9q2132	Fusion	9q2132	9	9q	1338
Loss_9q2131	Loss	9q2131	9	9q	1339
Gain_9q2131	Gain	9q2131	9	9q	1340
Fusion_9q2131	Fusion	9q2131	9	9q	1341
Loss_9q212	Loss	9q212	9	9q	1342
Gain_9q212	Gain	9q212	9	9q	1343
Fusion_9q212	Fusion	9q212	9	9q	1344
Loss_9q2113	Loss	9q2113	9	9q	1345
Gain_9q2113	Gain	9q2113	9	9q	1346
Fusion_9q2113	Fusion	9q2113	9	9q	1347
Loss_9q2112	Loss	9q2112	9	9q	1348
Gain_9q2112	Gain	9q2112	9	9q	1349
Fusion_9q2112	Fusion	9q2112	9	9q	1350
Loss_9q2111	Loss	9q2111	9	9q	1351
Gain_9q2111	Gain	9q2111	9	9q	1352
Fusion_9q2111	Fusion	9q2111	9	9q	1353
Loss_9q13	Loss	9q13	9	9q	1354
Gain_9q13	Gain	9q13	9	9q	1355
Fusion_9q13	Fusion	9q13	9	9q	1356
Loss_9q12	Loss	9q12	9	9q	1357
Gain_9q12	Gain	9q12	9	9q	1358
Fusion_9q12	Fusion	9q12	9	9q	1359
Loss_9q11	Loss	9q11	9	9q	1360
Gain_9q11	Gain	9q11	9	9q	1361
Fusion_9q11	Fusion	9q11	9	9q	1362
Loss_9q10	Loss	9q10	9	9q	1363
Gain_9q10	Gain	9q10	9	9q	1364
Fusion_9q10	Fusion	9q10	9	9q	1365
Loss_9p10	Loss	9p10	9	9p	1366
Gain_9p10	Gain	9p10	9	9p	1367
Fusion_9p10	Fusion	9p10	9	9p	1368
Loss_9p111	Loss	9p111	9	9p	1369
Gain_9p111	Gain	9p111	9	9p	1370
Fusion_9p111	Fusion	9p111	9	9p	1371
Loss_9p112	Loss	9p112	9	9p	1372
Gain_9p112	Gain	9p112	9	9p	1373
Fusion_9p112	Fusion	9p112	9	9p	1374
Loss_9p12	Loss	9p12	9	9p	1375
Gain_9p12	Gain	9p12	9	9p	1376
Fusion_9p12	Fusion	9p12	9	9p	1377
Loss_9p131	Loss	9p131	9	9p	1378
Gain_9p131	Gain	9p131	9	9p	1379
Fusion_9p131	Fusion	9p131	9	9p	1380
Loss_9p132	Loss	9p132	9	9p	1381
Gain_9p132	Gain	9p132	9	9p	1382
Fusion_9p132	Fusion	9p132	9	9p	1383
Loss_9p133	Loss	9p133	9	9p	1384
Gain_9p133	Gain	9p133	9	9p	1385
Fusion_9p133	Fusion	9p133	9	9p	1386
Loss_9p211	Loss	9p211	9	9p	1387
Gain_9p211	Gain	9p211	9	9p	1388
Fusion_9p211	Fusion	9p211	9	9p	1389
Loss_9p212	Loss	9p212	9	9p	1390
Gain_9p212	Gain	9p212	9	9p	1391
Fusion_9p212	Fusion	9p212	9	9p	1392
Loss_9p213	Loss	9p213	9	9p	1393
Gain_9p213	Gain	9p213	9	9p	1394
Fusion_9p213	Fusion	9p213	9	9p	1395
Loss_9p221	Loss	9p221	9	9p	1396
Gain_9p221	Gain	9p221	9	9p	1397
Fusion_9p221	Fusion	9p221	9	9p	1398
Loss_9p222	Loss	9p222	9	9p	1399
Gain_9p222	Gain	9p222	9	9p	1400
Fusion_9p222	Fusion	9p222	9	9p	1401
Loss_9p223	Loss	9p223	9	9p	1402
Gain_9p223	Gain	9p223	9	9p	1403
Fusion_9p223	Fusion	9p223	9	9p	1404
Loss_9p23	Loss	9p23	9	9p	1405
Gain_9p23	Gain	9p23	9	9p	1406
Fusion_9p23	Fusion	9p23	9	9p	1407
Loss_9p241	Loss	9p241	9	9p	1408
Gain_9p241	Gain	9p241	9	9p	1409
Fusion_9p241	Fusion	9p241	9	9p	1410
Loss_9p242	Loss	9p242	9	9p	1411
Gain_9p242	Gain	9p242	9	9p	1412
Fusion_9p242	Fusion	9p242	9	9p	1413
Loss_9p243	Loss	9p243	9	9p	1414
Gain_9p243	Gain	9p243	9	9p	1415
Fusion_9p243	Fusion	9p243	9	9p	1416
Loss_10q263	Loss	10q263	10	10q	1417
Gain_10q263	Gain	10q263	10	10q	1418
Fusion_10q263	Fusion	10q263	10	10q	1419
Loss_10q262	Loss	10q262	10	10q	1420
Gain_10q262	Gain	10q262	10	10q	1421
Fusion_10q262	Fusion	10q262	10	10q	1422
Loss_10q2613	Loss	10q2613	10	10q	1423
Gain_10q2613	Gain	10q2613	10	10q	1424
Fusion_10q2613	Fusion	10q2613	10	10q	1425
Loss_10q2612	Loss	10q2612	10	10q	1426
Gain_10q2612	Gain	10q2612	10	10q	1427
Fusion_10q2612	Fusion	10q2612	10	10q	1428
Loss_10q2611	Loss	10q2611	10	10q	1429
Gain_10q2611	Gain	10q2611	10	10q	1430
Fusion_10q2611	Fusion	10q2611	10	10q	1431
Loss_10q253	Loss	10q253	10	10q	1432
Gain_10q253	Gain	10q253	10	10q	1433
Fusion_10q253	Fusion	10q253	10	10q	1434
Loss_10q252	Loss	10q252	10	10q	1435
Gain_10q252	Gain	10q252	10	10q	1436
Fusion_10q252	Fusion	10q252	10	10q	1437
Loss_10q251	Loss	10q251	10	10q	1438
Gain_10q251	Gain	10q251	10	10q	1439
Fusion_10q251	Fusion	10q251	10	10q	1440
Loss_10q2433	Loss	10q2433	10	10q	1441
Gain_10q2433	Gain	10q2433	10	10q	1442
Fusion_10q2433	Fusion	10q2433	10	10q	1443
Loss_10q2432	Loss	10q2432	10	10q	1444
Gain_10q2432	Gain	10q2432	10	10q	1445
Fusion_10q2432	Fusion	10q2432	10	10q	1446
Loss_10q2431	Loss	10q2431	10	10q	1447
Gain_10q2431	Gain	10q2431	10	10q	1448
Fusion_10q2431	Fusion	10q2431	10	10q	1449
Loss_10q242	Loss	10q242	10	10q	1450
Gain_10q242	Gain	10q242	10	10q	1451
Fusion_10q242	Fusion	10q242	10	10q	1452
Loss_10q241	Loss	10q241	10	10q	1453
Gain_10q241	Gain	10q241	10	10q	1454
Fusion_10q241	Fusion	10q241	10	10q	1455
Loss_10q2333	Loss	10q2333	10	10q	1456
Gain_10q2333	Gain	10q2333	10	10q	1457
Fusion_10q2333	Fusion	10q2333	10	10q	1458
Loss_10q2332	Loss	10q2332	10	10q	1459
Gain_10q2332	Gain	10q2332	10	10q	1460
Fusion_10q2332	Fusion	10q2332	10	10q	1461
Loss_10q2331	Loss	10q2331	10	10q	1462
Gain_10q2331	Gain	10q2331	10	10q	1463
Fusion_10q2331	Fusion	10q2331	10	10q	1464
Loss_10q232	Loss	10q232	10	10q	1465
Gain_10q232	Gain	10q232	10	10q	1466
Fusion_10q232	Fusion	10q232	10	10q	1467
Loss_10q231	Loss	10q231	10	10q	1468
Gain_10q231	Gain	10q231	10	10q	1469
Fusion_10q231	Fusion	10q231	10	10q	1470
Loss_10q223	Loss	10q223	10	10q	1471
Gain_10q223	Gain	10q223	10	10q	1472
Fusion_10q223	Fusion	10q223	10	10q	1473
Loss_10q222	Loss	10q222	10	10q	1474
Gain_10q222	Gain	10q222	10	10q	1475
Fusion_10q222	Fusion	10q222	10	10q	1476
Loss_10q221	Loss	10q221	10	10q	1477
Gain_10q221	Gain	10q221	10	10q	1478
Fusion_10q221	Fusion	10q221	10	10q	1479
Loss_10q213	Loss	10q213	10	10q	1480
Gain_10q213	Gain	10q213	10	10q	1481
Fusion_10q213	Fusion	10q213	10	10q	1482
Loss_10q212	Loss	10q212	10	10q	1483
Gain_10q212	Gain	10q212	10	10q	1484
Fusion_10q212	Fusion	10q212	10	10q	1485
Loss_10q211	Loss	10q211	10	10q	1486
Gain_10q211	Gain	10q211	10	10q	1487
Fusion_10q211	Fusion	10q211	10	10q	1488
Loss_10q1123	Loss	10q1123	10	10q	1489
Gain_10q1123	Gain	10q1123	10	10q	1490
Fusion_10q1123	Fusion	10q1123	10	10q	1491
Loss_10q1122	Loss	10q1122	10	10q	1492
Gain_10q1122	Gain	10q1122	10	10q	1493
Fusion_10q1122	Fusion	10q1122	10	10q	1494
Loss_10q1121	Loss	10q1121	10	10q	1495
Gain_10q1121	Gain	10q1121	10	10q	1496
Fusion_10q1121	Fusion	10q1121	10	10q	1497
Loss_10q111	Loss	10q111	10	10q	1498
Gain_10q111	Gain	10q111	10	10q	1499
Fusion_10q111	Fusion	10q111	10	10q	1500
Loss_10q10	Loss	10q10	10	10q	1501
Gain_10q10	Gain	10q10	10	10q	1502
Fusion_10q10	Fusion	10q10	10	10q	1503
Loss_10p10	Loss	10p10	10	10p	1504
Gain_10p10	Gain	10p10	10	10p	1505
Fusion_10p10	Fusion	10p10	10	10p	1506
Loss_10p111	Loss	10p111	10	10p	1507
Gain_10p111	Gain	10p111	10	10p	1508
Fusion_10p111	Fusion	10p111	10	10p	1509
Loss_10p1121	Loss	10p1121	10	10p	1510
Gain_10p1121	Gain	10p1121	10	10p	1511
Fusion_10p1121	Fusion	10p1121	10	10p	1512
Loss_10p1122	Loss	10p1122	10	10p	1513
Gain_10p1122	Gain	10p1122	10	10p	1514
Fusion_10p1122	Fusion	10p1122	10	10p	1515
Loss_10p1123	Loss	10p1123	10	10p	1516
Gain_10p1123	Gain	10p1123	10	10p	1517
Fusion_10p1123	Fusion	10p1123	10	10p	1518
Loss_10p121	Loss	10p121	10	10p	1519
Gain_10p121	Gain	10p121	10	10p	1520
Fusion_10p121	Fusion	10p121	10	10p	1521
Loss_10p122	Loss	10p122	10	10p	1522
Gain_10p122	Gain	10p122	10	10p	1523
Fusion_10p122	Fusion	10p122	10	10p	1524
Loss_10p1231	Loss	10p1231	10	10p	1525
Gain_10p1231	Gain	10p1231	10	10p	1526
Fusion_10p1231	Fusion	10p1231	10	10p	1527
Loss_10p1232	Loss	10p1232	10	10p	1528
Gain_10p1232	Gain	10p1232	10	10p	1529
Fusion_10p1232	Fusion	10p1232	10	10p	1530
Loss_10p1233	Loss	10p1233	10	10p	1531
Gain_10p1233	Gain	10p1233	10	10p	1532
Fusion_10p1233	Fusion	10p1233	10	10p	1533
Loss_10p13	Loss	10p13	10	10p	1534
Gain_10p13	Gain	10p13	10	10p	1535
Fusion_10p13	Fusion	10p13	10	10p	1536
Loss_10p14	Loss	10p14	10	10p	1537
Gain_10p14	Gain	10p14	10	10p	1538
Fusion_10p14	Fusion	10p14	10	10p	1539
Loss_10p151	Loss	10p151	10	10p	1540
Gain_10p151	Gain	10p151	10	10p	1541
Fusion_10p151	Fusion	10p151	10	10p	1542
Loss_10p152	Loss	10p152	10	10p	1543
Gain_10p152	Gain	10p152	10	10p	1544
Fusion_10p152	Fusion	10p152	10	10p	1545
Loss_10p153	Loss	10p153	10	10p	1546
Gain_10p153	Gain	10p153	10	10p	1547
Fusion_10p153	Fusion	10p153	10	10p	1548
Loss_11q25	Loss	11q25	11	11q	1549
Gain_11q25	Gain	11q25	11	11q	1550
Fusion_11q25	Fusion	11q25	11	11q	1551
Loss_11q243	Loss	11q243	11	11q	1552
Gain_11q243	Gain	11q243	11	11q	1553
Fusion_11q243	Fusion	11q243	11	11q	1554
Loss_11q242	Loss	11q242	11	11q	1555
Gain_11q242	Gain	11q242	11	11q	1556
Fusion_11q242	Fusion	11q242	11	11q	1557
Loss_11q241	Loss	11q241	11	11q	1558
Gain_11q241	Gain	11q241	11	11q	1559
Fusion_11q241	Fusion	11q241	11	11q	1560
Loss_11q233	Loss	11q233	11	11q	1561
Gain_11q233	Gain	11q233	11	11q	1562
Fusion_11q233	Fusion	11q233	11	11q	1563
Loss_11q232	Loss	11q232	11	11q	1564
Gain_11q232	Gain	11q232	11	11q	1565
Fusion_11q232	Fusion	11q232	11	11q	1566
Loss_11q231	Loss	11q231	11	11q	1567
Gain_11q231	Gain	11q231	11	11q	1568
Fusion_11q231	Fusion	11q231	11	11q	1569
Loss_11q223	Loss	11q223	11	11q	1570
Gain_11q223	Gain	11q223	11	11q	1571
Fusion_11q223	Fusion	11q223	11	11q	1572
Loss_11q222	Loss	11q222	11	11q	1573
Gain_11q222	Gain	11q222	11	11q	1574
Fusion_11q222	Fusion	11q222	11	11q	1575
Loss_11q221	Loss	11q221	11	11q	1576
Gain_11q221	Gain	11q221	11	11q	1577
Fusion_11q221	Fusion	11q221	11	11q	1578
Loss_11q21	Loss	11q21	11	11q	1579
Gain_11q21	Gain	11q21	11	11q	1580
Fusion_11q21	Fusion	11q21	11	11q	1581
Loss_11q143	Loss	11q143	11	11q	1582
Gain_11q143	Gain	11q143	11	11q	1583
Fusion_11q143	Fusion	11q143	11	11q	1584
Loss_11q142	Loss	11q142	11	11q	1585
Gain_11q142	Gain	11q142	11	11q	1586
Fusion_11q142	Fusion	11q142	11	11q	1587
Loss_11q141	Loss	11q141	11	11q	1588
Gain_11q141	Gain	11q141	11	11q	1589
Fusion_11q141	Fusion	11q141	11	11q	1590
Loss_11q135	Loss	11q135	11	11q	1591
Gain_11q135	Gain	11q135	11	11q	1592
Fusion_11q135	Fusion	11q135	11	11q	1593
Loss_11q134	Loss	11q134	11	11q	1594
Gain_11q134	Gain	11q134	11	11q	1595
Fusion_11q134	Fusion	11q134	11	11q	1596
Loss_11q133	Loss	11q133	11	11q	1597
Gain_11q133	Gain	11q133	11	11q	1598
Fusion_11q133	Fusion	11q133	11	11q	1599
Loss_11q132	Loss	11q132	11	11q	1600
Gain_11q132	Gain	11q132	11	11q	1601
Fusion_11q132	Fusion	11q132	11	11q	1602
Loss_11q131	Loss	11q131	11	11q	1603
Gain_11q131	Gain	11q131	11	11q	1604
Fusion_11q131	Fusion	11q131	11	11q	1605
Loss_11q123	Loss	11q123	11	11q	1606
Gain_11q123	Gain	11q123	11	11q	1607
Fusion_11q123	Fusion	11q123	11	11q	1608
Loss_11q122	Loss	11q122	11	11q	1609
Gain_11q122	Gain	11q122	11	11q	1610
Fusion_11q122	Fusion	11q122	11	11q	1611
Loss_11q121	Loss	11q121	11	11q	1612
Gain_11q121	Gain	11q121	11	11q	1613
Fusion_11q121	Fusion	11q121	11	11q	1614
Loss_11q11	Loss	11q11	11	11q	1615
Gain_11q11	Gain	11q11	11	11q	1616
Fusion_11q11	Fusion	11q11	11	11q	1617
Loss_11q10	Loss	11q10	11	11q	1618
Gain_11q10	Gain	11q10	11	11q	1619
Fusion_11q10	Fusion	11q10	11	11q	1620
Loss_11p10	Loss	11p10	11	11p	1621
Gain_11p10	Gain	11p10	11	11p	1622
Fusion_11p10	Fusion	11p10	11	11p	1623
Loss_11p1111	Loss	11p1111	11	11p	1624
Gain_11p1111	Gain	11p1111	11	11p	1625
Fusion_11p1111	Fusion	11p1111	11	11p	1626
Loss_11p1112	Loss	11p1112	11	11p	1627
Gain_11p1112	Gain	11p1112	11	11p	1628
Fusion_11p1112	Fusion	11p1112	11	11p	1629
Loss_11p112	Loss	11p112	11	11p	1630
Gain_11p112	Gain	11p112	11	11p	1631
Fusion_11p112	Fusion	11p112	11	11p	1632
Loss_11p12	Loss	11p12	11	11p	1633
Gain_11p12	Gain	11p12	11	11p	1634
Fusion_11p12	Fusion	11p12	11	11p	1635
Loss_11p13	Loss	11p13	11	11p	1636
Gain_11p13	Gain	11p13	11	11p	1637
Fusion_11p13	Fusion	11p13	11	11p	1638
Loss_11p141	Loss	11p141	11	11p	1639
Gain_11p141	Gain	11p141	11	11p	1640
Fusion_11p141	Fusion	11p141	11	11p	1641
Loss_11p142	Loss	11p142	11	11p	1642
Gain_11p142	Gain	11p142	11	11p	1643
Fusion_11p142	Fusion	11p142	11	11p	1644
Loss_11p143	Loss	11p143	11	11p	1645
Gain_11p143	Gain	11p143	11	11p	1646
Fusion_11p143	Fusion	11p143	11	11p	1647
Loss_11p151	Loss	11p151	11	11p	1648
Gain_11p151	Gain	11p151	11	11p	1649
Fusion_11p151	Fusion	11p151	11	11p	1650
Loss_11p152	Loss	11p152	11	11p	1651
Gain_11p152	Gain	11p152	11	11p	1652
Fusion_11p152	Fusion	11p152	11	11p	1653
Loss_11p153	Loss	11p153	11	11p	1654
Gain_11p153	Gain	11p153	11	11p	1655
Fusion_11p153	Fusion	11p153	11	11p	1656
Loss_11p154	Loss	11p154	11	11p	1657
Gain_11p154	Gain	11p154	11	11p	1658
Fusion_11p154	Fusion	11p154	11	11p	1659
Loss_11p155	Loss	11p155	11	11p	1660
Gain_11p155	Gain	11p155	11	11p	1661
Fusion_11p155	Fusion	11p155	11	11p	1662
Loss_12q2433	Loss	12q2433	12	12q	1663
Gain_12q2433	Gain	12q2433	12	12q	1664
Fusion_12q2433	Fusion	12q2433	12	12q	1665
Loss_12q2432	Loss	12q2432	12	12q	1666
Gain_12q2432	Gain	12q2432	12	12q	1667
Fusion_12q2432	Fusion	12q2432	12	12q	1668
Loss_12q2431	Loss	12q2431	12	12q	1669
Gain_12q2431	Gain	12q2431	12	12q	1670
Fusion_12q2431	Fusion	12q2431	12	12q	1671
Loss_12q2423	Loss	12q2423	12	12q	1672
Gain_12q2423	Gain	12q2423	12	12q	1673
Fusion_12q2423	Fusion	12q2423	12	12q	1674
Loss_12q2422	Loss	12q2422	12	12q	1675
Gain_12q2422	Gain	12q2422	12	12q	1676
Fusion_12q2422	Fusion	12q2422	12	12q	1677
Loss_12q2421	Loss	12q2421	12	12q	1678
Gain_12q2421	Gain	12q2421	12	12q	1679
Fusion_12q2421	Fusion	12q2421	12	12q	1680
Loss_12q2413	Loss	12q2413	12	12q	1681
Gain_12q2413	Gain	12q2413	12	12q	1682
Fusion_12q2413	Fusion	12q2413	12	12q	1683
Loss_12q2412	Loss	12q2412	12	12q	1684
Gain_12q2412	Gain	12q2412	12	12q	1685
Fusion_12q2412	Fusion	12q2412	12	12q	1686
Loss_12q2411	Loss	12q2411	12	12q	1687
Gain_12q2411	Gain	12q2411	12	12q	1688
Fusion_12q2411	Fusion	12q2411	12	12q	1689
Loss_12q233	Loss	12q233	12	12q	1690
Gain_12q233	Gain	12q233	12	12q	1691
Fusion_12q233	Fusion	12q233	12	12q	1692
Loss_12q232	Loss	12q232	12	12q	1693
Gain_12q232	Gain	12q232	12	12q	1694
Fusion_12q232	Fusion	12q232	12	12q	1695
Loss_12q231	Loss	12q231	12	12q	1696
Gain_12q231	Gain	12q231	12	12q	1697
Fusion_12q231	Fusion	12q231	12	12q	1698
Loss_12q22	Loss	12q22	12	12q	1699
Gain_12q22	Gain	12q22	12	12q	1700
Fusion_12q22	Fusion	12q22	12	12q	1701
Loss_12q2133	Loss	12q2133	12	12q	1702
Gain_12q2133	Gain	12q2133	12	12q	1703
Fusion_12q2133	Fusion	12q2133	12	12q	1704
Loss_12q2132	Loss	12q2132	12	12q	1705
Gain_12q2132	Gain	12q2132	12	12q	1706
Fusion_12q2132	Fusion	12q2132	12	12q	1707
Loss_12q2131	Loss	12q2131	12	12q	1708
Gain_12q2131	Gain	12q2131	12	12q	1709
Fusion_12q2131	Fusion	12q2131	12	12q	1710
Loss_12q212	Loss	12q212	12	12q	1711
